index,Image_name,specimen,species,source_dataset
340,lira01KJ-11&&08-01-2023&&KJL043.jpg,lira01KJ-11&&08-01-2023&&KJL043,0,M7
341,lira01KJ-11&&08-01-2023&&KJL043_02.jpg,lira01KJ-11&&08-01-2023&&KJL043,0,M7
342,lira01KJ-11&&08-01-2023&&KJL045.jpg,lira01KJ-11&&08-01-2023&&KJL045,0,M7
343,lira01KJ-11&&08-01-2023&&KJL045_02.jpg,lira01KJ-11&&08-01-2023&&KJL045,0,M7
344,lira01KJ-11&&08-01-2023&&KJL045_01.jpg,lira01KJ-11&&08-01-2023&&KJL045,0,M7
345,lira01KJ-11&&08-01-2023&&KJL044_01.jpg,lira01KJ-11&&08-01-2023&&KJL044,0,M7
346,lira01KJ-11&&08-01-2023&&KJL044.jpg,lira01KJ-11&&08-01-2023&&KJL044,0,M7
349,lira01KJ-10&&08-01-2023&&KJL037_01.jpg,lira01KJ-10&&08-01-2023&&KJL037,0,M7
350,lira01KJ-10&&08-01-2023&&KJL037.jpg,lira01KJ-10&&08-01-2023&&KJL037,0,M7
351,lira01KJ-10&&08-01-2023&&KJL038_01.jpg,lira01KJ-10&&08-01-2023&&KJL038,0,M7
352,lira01KJ-10&&08-01-2023&&KJL039.jpg,lira01KJ-10&&08-01-2023&&KJL039,0,M7
353,lira01KJ-10&&08-01-2023&&KJL038_02.jpg,lira01KJ-10&&08-01-2023&&KJL038,0,M7
354,lira01KJ-10&&08-01-2023&&KJL039_01.jpg,lira01KJ-10&&08-01-2023&&KJL039,0,M7
355,lira01KJ-10&&08-01-2023&&KJL040_02.jpg,lira01KJ-10&&08-01-2023&&KJL040,0,M7
356,lira01KJ-10&&08-01-2023&&KJL040_01.jpg,lira01KJ-10&&08-01-2023&&KJL040,0,M7
357,lira01KJ-10&&08-01-2023&&KJL037_02.jpg,lira01KJ-10&&08-01-2023&&KJL037,0,M7
358,lira01KJ-10&&08-01-2023&&KJL039_02.jpg,lira01KJ-10&&08-01-2023&&KJL039,0,M7
359,lira01KJ-10&&08-01-2023&&KJL038.jpg,lira01KJ-10&&08-01-2023&&KJL038,0,M7
360,lira01KJ-10&&08-01-2023&&KJL040.jpg,lira01KJ-10&&08-01-2023&&KJL040,0,M7
361,lira01KJ-09&&08-01-2023&&KJL034_01.jpg,lira01KJ-09&&08-01-2023&&KJL034,0,M7
362,lira01KJ-09&&08-01-2023&&KJL034_02.jpg,lira01KJ-09&&08-01-2023&&KJL034,0,M7
363,lira01KJ-09&&08-01-2023&&KJL034.jpg,lira01KJ-09&&08-01-2023&&KJL034,0,M7
364,lira01KJ-09&&08-01-2023&&KJL033_02.jpg,lira01KJ-09&&08-01-2023&&KJL033,0,M7
365,lira01KJ-09&&08-01-2023&&KJL033_01.jpg,lira01KJ-09&&08-01-2023&&KJL033,0,M7
366,lira01KJ-09&&08-01-2023&&KJL035_01.jpg,lira01KJ-09&&08-01-2023&&KJL035,0,M7
367,lira01KJ-09&&08-01-2023&&KJL036.jpg,lira01KJ-09&&08-01-2023&&KJL036,0,M7
368,lira01KJ-09&&08-01-2023&&KJL036_01.jpg,lira01KJ-09&&08-01-2023&&KJL036,0,M7
369,lira01KJ-09&&08-01-2023&&KJL035_02.jpg,lira01KJ-09&&08-01-2023&&KJL035,0,M7
370,lira01KJ-09&&08-01-2023&&KJL036_02.jpg,lira01KJ-09&&08-01-2023&&KJL036,0,M7
371,lira01KJ-09&&08-01-2023&&KJL035.jpg,lira01KJ-09&&08-01-2023&&KJL035,0,M7
372,lira01KJ-08&&08-01-2023&&KJL032_02.jpg,lira01KJ-08&&08-01-2023&&KJL032,0,M7
373,lira01KJ-08&&08-01-2023&&KJL032.jpg,lira01KJ-08&&08-01-2023&&KJL032,0,M7
376,LIRA03KS-08&&07-01-2023&&KSL038.jpg,LIRA03KS-08&&07-01-2023&&KSL038,0,M7
378,LIRA03KS-08&&07-01-2023&&KSL038_01.jpg,LIRA03KS-08&&07-01-2023&&KSL038,0,M7
379,LIRA03KS-08&&07-01-2023&&KSL039.jpg,LIRA03KS-08&&07-01-2023&&KSL039,0,M7
380,LIRA03KS-08&&07-01-2023&&KSL039_01.jpg,LIRA03KS-08&&07-01-2023&&KSL039,0,M7
381,LIRA03KS-08&&07-01-2023&&KSL038_02.jpg,LIRA03KS-08&&07-01-2023&&KSL038,0,M7
382,LIRA03KS-08&&07-01-2023&&KSL039_02.jpg,LIRA03KS-08&&07-01-2023&&KSL039,0,M7
386,lira01KJ-09&&08-01-2023&&KJL033.jpg,lira01KJ-09&&08-01-2023&&KJL033,0,M7
392,Lira02KS-09&&07-01-2023&&KSL043_01.jpg,Lira02KS-09&&07-01-2023&&KSL043,0,M7
394,Lira02KS-09&&07-01-2023&&KSL043.jpg,Lira02KS-09&&07-01-2023&&KSL043,0,M7
395,lira01KJ-08&&08-01-2023&&KJL028.jpg,lira01KJ-08&&08-01-2023&&KJL028,0,M7
396,lira01KJ-08&&08-01-2023&&KJL029_01.jpg,lira01KJ-08&&08-01-2023&&KJL029,0,M7
397,lira01KJ-08&&08-01-2023&&KJL028_02.jpg,lira01KJ-08&&08-01-2023&&KJL028,0,M7
398,lira01KJ-08&&08-01-2023&&KJL029.jpg,lira01KJ-08&&08-01-2023&&KJL029,0,M7
399,lira01KJ-08&&08-01-2023&&KJL029_02.jpg,lira01KJ-08&&08-01-2023&&KJL029,0,M7
400,lira01KJ-08&&08-01-2023&&KJL030.jpg,lira01KJ-08&&08-01-2023&&KJL030,0,M7
401,lira01KJ-08&&08-01-2023&&KJL030_01.jpg,lira01KJ-08&&08-01-2023&&KJL030,0,M7
402,lira01KJ-08&&08-01-2023&&KJL031.jpg,lira01KJ-08&&08-01-2023&&KJL031,0,M7
403,lira01KJ-08&&08-01-2023&&KJL028_01.jpg,lira01KJ-08&&08-01-2023&&KJL028,0,M7
404,lira01KJ-08&&08-01-2023&&KJL031_01.jpg,lira01KJ-08&&08-01-2023&&KJL031,0,M7
405,lira01KJ-08&&08-01-2023&&KJL030_02.jpg,lira01KJ-08&&08-01-2023&&KJL030,0,M7
406,lira01KJ-08&&08-01-2023&&KJL031_02.jpg,lira01KJ-08&&08-01-2023&&KJL031,0,M7
407,lira01KJ-07&&08-01-2023&&KJL025.jpg,lira01KJ-07&&08-01-2023&&KJL025,0,M7
408,lira01KJ-07&&08-01-2023&&KJL025_01.jpg,lira01KJ-07&&08-01-2023&&KJL025,0,M7
409,lira01KJ-07&&08-01-2023&&KJL026_01.jpg,lira01KJ-07&&08-01-2023&&KJL026,0,M7
410,lira01KJ-07&&08-01-2023&&KJL027.jpg,lira01KJ-07&&08-01-2023&&KJL027,0,M7
411,lira01KJ-07&&08-01-2023&&KJL027_02.jpg,lira01KJ-07&&08-01-2023&&KJL027,0,M7
412,lira01KJ-07&&08-01-2023&&KJL027_01.jpg,lira01KJ-07&&08-01-2023&&KJL027,0,M7
413,lira01KJ-07&&08-01-2023&&KJL026_02.jpg,lira01KJ-07&&08-01-2023&&KJL026,0,M7
414,LIRA02KS-01&&08-01-2023&&KSL012_01.jpg,LIRA02KS-01&&08-01-2023&&KSL012,0,M7
415,lira01KJ-06&&08-01-2023&&KJL021_02.jpg,lira01KJ-06&&08-01-2023&&KJL021,0,M7
416,lira01KJ-06&&08-01-2023&&KJL022_01.jpg,lira01KJ-06&&08-01-2023&&KJL022,0,M7
417,LIRA02KS-01&&08-01-2023&&KSL012_02.jpg,LIRA02KS-01&&08-01-2023&&KSL012,0,M7
418,LIRA02KS-01&&08-01-2023&&KSL011_01.jpg,LIRA02KS-01&&08-01-2023&&KSL011,0,M7
419,LIRA02KS-01&&08-01-2023&&KSL011_02.jpg,LIRA02KS-01&&08-01-2023&&KSL011,0,M7
421,lira01KJ-06&&08-01-2023&&KJL023.jpg,lira01KJ-06&&08-01-2023&&KJL023,0,M7
422,lira01KJ-06&&08-01-2023&&KJL021.jpg,lira01KJ-06&&08-01-2023&&KJL021,0,M7
423,lira01KJ-06&&08-01-2023&&KJL024_01.jpg,lira01KJ-06&&08-01-2023&&KJL024,0,M7
424,lira01KJ-06&&08-01-2023&&KJL023_02.jpg,lira01KJ-06&&08-01-2023&&KJL023,0,M7
426,lira01KJ-06&&08-01-2023&&KJL024.jpg,lira01KJ-06&&08-01-2023&&KJL024,0,M7
427,lira01KJ-06&&08-01-2023&&KJL024_02.jpg,lira01KJ-06&&08-01-2023&&KJL024,0,M7
428,LIRA02KS-01&&08-01-2023&&KSL014.jpg,LIRA02KS-01&&08-01-2023&&KSL014,0,M7
429,LIRA02KS-01&&08-01-2023&&KSL014_01.jpg,LIRA02KS-01&&08-01-2023&&KSL014,0,M7
430,LIRA02KS-01&&08-01-2023&&KSL014_02.jpg,LIRA02KS-01&&08-01-2023&&KSL014,0,M7
433,lira01KJ-05&&08-01-2023&&KJL018.jpg,lira01KJ-05&&08-01-2023&&KJL018,0,M7
435,lira01KJ-05&&08-01-2023&&KJL018_01.jpg,lira01KJ-05&&08-01-2023&&KJL018,0,M7
436,lira01KJ-05&&08-01-2023&&KJL018_02.jpg,lira01KJ-05&&08-01-2023&&KJL018,0,M7
437,lira01KJ-05&&08-01-2023&&KJL019_01.jpg,lira01KJ-05&&08-01-2023&&KJL019,0,M7
438,lira01KJ-05&&08-01-2023&&KJL019.jpg,lira01KJ-05&&08-01-2023&&KJL019,0,M7
439,lira01KJ-05&&08-01-2023&&KJL020.jpg,lira01KJ-05&&08-01-2023&&KJL020,0,M7
440,lira01KJ-05&&08-01-2023&&KJL019_02.jpg,lira01KJ-05&&08-01-2023&&KJL019,0,M7
441,lira01KJ-05&&08-01-2023&&KJL020_01.jpg,lira01KJ-05&&08-01-2023&&KJL020,0,M7
442,lira01KJ-05&&08-01-2023&&KJL020_02.jpg,lira01KJ-05&&08-01-2023&&KJL020,0,M7
444,LIRA02KS-01&&08-01-2023&&KSL010.jpg,LIRA02KS-01&&08-01-2023&&KSL010,0,M7
445,LIRA02KS-01&&08-01-2023&&KSL010_01.jpg,LIRA02KS-01&&08-01-2023&&KSL010,0,M7
446,LIRA02KS-01&&08-01-2023&&KSL010_02.jpg,LIRA02KS-01&&08-01-2023&&KSL010,0,M7
447,lira01KJ-04&&08-01-2023&&KJL013.jpg,lira01KJ-04&&08-01-2023&&KJL013,0,M7
448,lira01KJ-04&&08-01-2023&&KJL014.jpg,lira01KJ-04&&08-01-2023&&KJL014,0,M7
449,lira01KJ-04&&08-01-2023&&KJL013_02.jpg,lira01KJ-04&&08-01-2023&&KJL013,0,M7
450,lira01KJ-04&&08-01-2023&&KJL015.jpg,lira01KJ-04&&08-01-2023&&KJL015,0,M7
451,lira01KJ-04&&08-01-2023&&KJL016.jpg,lira01KJ-04&&08-01-2023&&KJL016,0,M7
452,lira01KJ-04&&08-01-2023&&KJL014_02.jpg,lira01KJ-04&&08-01-2023&&KJL014,0,M7
453,lira01KJ-04&&08-01-2023&&KJL014_01.jpg,lira01KJ-04&&08-01-2023&&KJL014,0,M7
454,lira01KJ-04&&08-01-2023&&KJL016_01.jpg,lira01KJ-04&&08-01-2023&&KJL016,0,M7
455,lira01KJ-04&&08-01-2023&&KJL015_02.jpg,lira01KJ-04&&08-01-2023&&KJL015,0,M7
456,lira01KJ-04&&08-01-2023&&KJL013_01.jpg,lira01KJ-04&&08-01-2023&&KJL013,0,M7
457,lira01KJ-04&&08-01-2023&&KJL016_02.jpg,lira01KJ-04&&08-01-2023&&KJL016,0,M7
458,lira01KJ-04&&08-01-2023&&KJL015_01.jpg,lira01KJ-04&&08-01-2023&&KJL015,0,M7
459,lira01KJ-03&&08-01-2023&&KJL011.jpg,lira01KJ-03&&08-01-2023&&KJL011,0,M7
460,lira01KJ-03&&08-01-2023&&KJL012.jpg,lira01KJ-03&&08-01-2023&&KJL012,0,M7
461,lira01KJ-03&&08-01-2023&&KJL011_01.jpg,lira01KJ-03&&08-01-2023&&KJL011,0,M7
462,lira01KJ-03&&08-01-2023&&KJL010_01.jpg,lira01KJ-03&&08-01-2023&&KJL010,0,M7
463,lira01KJ-03&&08-01-2023&&KJL012_01.jpg,lira01KJ-03&&08-01-2023&&KJL012,0,M7
464,lira01KJ-03&&08-01-2023&&KJL010.jpg,lira01KJ-03&&08-01-2023&&KJL010,0,M7
465,lira01KJ-03&&08-01-2023&&KJL012_02.jpg,lira01KJ-03&&08-01-2023&&KJL012,0,M7
466,Lira01KJ-02&&08-01-2023&&KJL009.jpg,Lira01KJ-02&&08-01-2023&&KJL009,0,M7
467,Lira01KJ-02&&08-01-2023&&KJL009_02.jpg,Lira01KJ-02&&08-01-2023&&KJL009,0,M7
468,Lira01KJ-02&&08-01-2023&&KJL009_01.jpg,Lira01KJ-02&&08-01-2023&&KJL009,0,M7
469,Lira01KJ-02&&08-01-2023&&KJL005_02.jpg,Lira01KJ-02&&08-01-2023&&KJL005,0,M7
470,Lira01KJ-02&&08-01-2023&&KJL005.jpg,Lira01KJ-02&&08-01-2023&&KJL005,0,M7
471,Lira01KJ-02&&08-01-2023&&KJL006_02.jpg,Lira01KJ-02&&08-01-2023&&KJL006,0,M7
472,Lira01KJ-02&&08-01-2023&&KJL005_01.jpg,Lira01KJ-02&&08-01-2023&&KJL005,0,M7
473,Lira01KJ-02&&08-01-2023&&KJL006_01.jpg,Lira01KJ-02&&08-01-2023&&KJL006,0,M7
474,Lira01KJ-02&&08-01-2023&&KJL007_01.jpg,Lira01KJ-02&&08-01-2023&&KJL007,0,M7
475,Lira01KJ-02&&08-01-2023&&KJL008_01.jpg,Lira01KJ-02&&08-01-2023&&KJL008,0,M7
476,Lira01KJ-02&&08-01-2023&&KJL008_02.jpg,Lira01KJ-02&&08-01-2023&&KJL008,0,M7
477,Lira01KJ-02&&08-01-2023&&KJL007.jpg,Lira01KJ-02&&08-01-2023&&KJL007,0,M7
478,Lira01KJ-02&&08-01-2023&&KJL007_02.jpg,Lira01KJ-02&&08-01-2023&&KJL007,0,M7
479,Lira01KJ-02&&08-01-2023&&KJL008.jpg,Lira01KJ-02&&08-01-2023&&KJL008,0,M7
480,Lira01KJ-01&&08-01-2023&&KJL001.jpg,Lira01KJ-01&&08-01-2023&&KJL001,0,M7
481,Lira01KJ-01&&08-01-2023&&KJL001_02.jpg,Lira01KJ-01&&08-01-2023&&KJL001,0,M7
482,Lira01KJ-01&&08-01-2023&&KJL001_01.jpg,Lira01KJ-01&&08-01-2023&&KJL001,0,M7
483,Lira01KJ-01&&08-01-2023&&KJL002_01.jpg,Lira01KJ-01&&08-01-2023&&KJL002,0,M7
484,Lira01KJ-01&&08-01-2023&&KJL002.jpg,Lira01KJ-01&&08-01-2023&&KJL002,0,M7
485,Lira01KJ-01&&08-01-2023&&KJL002_02.jpg,Lira01KJ-01&&08-01-2023&&KJL002,0,M7
486,Lira01KJ-01&&08-01-2023&&KJL004.jpg,Lira01KJ-01&&08-01-2023&&KJL004,0,M7
487,Lira01KJ-01&&08-01-2023&&KJL003.jpg,Lira01KJ-01&&08-01-2023&&KJL003,0,M7
488,Lira01KJ-01&&08-01-2023&&KJL004_01.jpg,Lira01KJ-01&&08-01-2023&&KJL004,0,M7
489,Lira01KJ-01&&08-01-2023&&KJL003_02.jpg,Lira01KJ-01&&08-01-2023&&KJL003,0,M7
490,Lira01KJ-01&&08-01-2023&&KJL004_02.jpg,Lira01KJ-01&&08-01-2023&&KJL004,0,M7
491,Lira01KJ-01&&08-01-2023&&KJL003_01.jpg,Lira01KJ-01&&08-01-2023&&KJL003,0,M7
492,Lira-03&&07-01-2023&&DL002.jpg,Lira-03&&07-01-2023&&DL002,0,M7
493,Lira-03&&07-01-2023&&DL001.jpg,Lira-03&&07-01-2023&&DL001,0,M7
494,Lira-03&&07-01-2023&&DL001_01.jpg,Lira-03&&07-01-2023&&DL001,0,M7
495,Lira-03&&07-01-2023&&DL003_01.jpg,Lira-03&&07-01-2023&&DL003,0,M7
496,Lira-03&&07-01-2023&&DL002_02.jpg,Lira-03&&07-01-2023&&DL002,0,M7
497,Lira-03&&07-01-2023&&DL005.jpg,Lira-03&&07-01-2023&&DL005,0,M7
498,Lira-03&&07-01-2023&&DL004_02.jpg,Lira-03&&07-01-2023&&DL004,0,M7
499,Lira-03&&07-01-2023&&DL003_02.jpg,Lira-03&&07-01-2023&&DL003,0,M7
500,Lira-03&&07-01-2023&&DL004.jpg,Lira-03&&07-01-2023&&DL004,0,M7
501,Lira-03&&07-01-2023&&DL006.jpg,Lira-03&&07-01-2023&&DL006,0,M7
502,Lira-03&&07-01-2023&&DL006_02.jpg,Lira-03&&07-01-2023&&DL006,0,M7
503,Lira-03&&07-01-2023&&DL006_01.jpg,Lira-03&&07-01-2023&&DL006,0,M7
506,LIRA02KHY_08&&08-01-2023&&KHYL036_02.jpg,LIRA02KHY08&&08-01-2023&&KHYL036,0,M7
508,LIRA-02-OD-06&&08-01-2023&&ODL025.jpg,LIRA-02-OD-06&&08-01-2023&&ODL025,0,M7
509,LIRA-02-OD-06&&08-01-2023&&ODL024_02.jpg,LIRA-02-OD-06&&08-01-2023&&ODL024,0,M7
510,LIRA-02-OD-06&&08-01-2023&&ODL024.jpg,LIRA-02-OD-06&&08-01-2023&&ODL024,0,M7
511,LIRA02KHY_08&&08-01-2023&&KHYL034_01.jpg,LIRA02KHY08&&08-01-2023&&KHYL034,0,M7
512,LIRA02KHY_08&&08-01-2023&&KHYL035.jpg,LIRA02KHY_08&&08-01-2023&&KHYL035,0,M7
513,LIRA-02-OD-06&&08-01-2023&&ODL025_01.jpg,LIRA-02-OD-06&&08-01-2023&&ODL025,0,M7
514,LIRA02KHY_08&&08-01-2023&&KHYL034_02.jpg,LIRA02KHY08&&08-01-2023&&KHYL034,0,M7
516,LIRA02KHY_08&&08-01-2023&&KHYL035_01.jpg,LIRA02KHY08&&08-01-2023&&KHYL035,0,M7
517,LIRA02KHY_08&&08-01-2023&&KHYL035_02.jpg,LIRA02KHY08&&08-01-2023&&KHYL035,0,M7
518,LIRA02KHY_08&&08-01-2023&&KHYL036_01.jpg,LIRA02KHY08&&08-01-2023&&KHYL036,0,M7
519,LIRA-02-OD-06&&08-01-2023&&ODL024_01.jpg,LIRA-02-OD-06&&08-01-2023&&ODL024,0,M7
521,LIRA02KHY_08&&08-01-2023&&KHYL036.jpg,LIRA02KHY_08&&08-01-2023&&KHYL036,0,M7
523,LIRA-02-OD-06&&08-01-2023&&ODL025_02.jpg,LIRA-02-OD-06&&08-01-2023&&ODL025,0,M7
525,LIRA-02-OD-06&&08-01-2023&&ODL027.jpg,LIRA-02-OD-06&&08-01-2023&&ODL027,0,M7
526,LIRA-02-OD-06&&08-01-2023&&ODL027_02.jpg,LIRA-02-OD-06&&08-01-2023&&ODL027,0,M7
527,Lira-01&&07-01-2023&&JAL002.jpg,Lira-01&&07-01-2023&&JAL002,0,M7
528,LIRA-02-OD-06&&08-01-2023&&ODL027_01.jpg,LIRA-02-OD-06&&08-01-2023&&ODL027,0,M7
529,LIRA-02-OD-06&&08-01-2023&&ODL028.jpg,LIRA-02-OD-06&&08-01-2023&&ODL028,0,M7
530,LIRA-02-OD-06&&08-01-2023&&ODL029_01.jpg,LIRA-02-OD-06&&08-01-2023&&ODL029,0,M7
531,LIRA02KHY_07&&08-01-2023&&KHYL027.jpg,LIRA02KHY_07&&08-01-2023&&KHYL027,0,M7
532,LIRA02KHY_07&&08-01-2023&&KHYL027_02.jpg,LIRA02KHY07&&08-01-2023&&KHYL027,0,M7
533,LIRA02KHY_07&&08-01-2023&&KHYL028_02.jpg,LIRA02KHY07&&08-01-2023&&KHYL028,0,M7
534,LIRA02KHY_07&&08-01-2023&&KHYL028_01.jpg,LIRA02KHY07&&08-01-2023&&KHYL028,0,M7
535,LIRA02KHY_07&&08-01-2023&&KHYL028.jpg,LIRA02KHY_07&&08-01-2023&&KHYL028,0,M7
538,LIRA02KHY_07&&08-01-2023&&KHYL030.jpg,LIRA02KHY_07&&08-01-2023&&KHYL030,0,M7
540,LIRA02KHY_07&&08-01-2023&&KHYL030_02.jpg,LIRA02KHY07&&08-01-2023&&KHYL030,0,M7
541,LIRA02KHY_07&&08-01-2023&&KHYL030_01.jpg,LIRA02KHY07&&08-01-2023&&KHYL030,0,M7
543,LIRA02KHY_07&&08-01-2023&&KHYL031_02.jpg,LIRA02KHY07&&08-01-2023&&KHYL031,0,M7
544,LIRA02KHY_07&&08-01-2023&&KHYL027_01.jpg,LIRA02KHY07&&08-01-2023&&KHYL027,0,M7
545,LIRA02KHY_07&&08-01-2023&&KHYL031_01.jpg,LIRA02KHY07&&08-01-2023&&KHYL031,0,M7
546,LIRA02KHY_06&&08-01-2023&&KHYL022_01.jpg,LIRA02KHY06&&08-01-2023&&KHYL022,0,M7
547,LIRA02KHY_06&&08-01-2023&&KHYL022.jpg,LIRA02KHY_06&&08-01-2023&&KHYL022,0,M7
548,LIRA02KHY_06&&08-01-2023&&KHYL023.jpg,LIRA02KHY_06&&08-01-2023&&KHYL023,0,M7
549,LIRA02KHY_06&&08-01-2023&&KHYL022_02.jpg,LIRA02KHY06&&08-01-2023&&KHYL022,0,M7
550,LIRA02KHY_06&&08-01-2023&&KHYL023_02.jpg,LIRA02KHY06&&08-01-2023&&KHYL023,0,M7
551,LIRA02KHY_06&&08-01-2023&&KHYL023_01.jpg,LIRA02KHY06&&08-01-2023&&KHYL023,0,M7
552,LIRA02KHY_06&&08-01-2023&&KHYL024.jpg,LIRA02KHY_06&&08-01-2023&&KHYL024,0,M7
553,LIRA02KHY_06&&08-01-2023&&KHYL026_01.jpg,LIRA02KHY06&&08-01-2023&&KHYL026,0,M7
554,LIRA02KHY_06&&08-01-2023&&KHYL026_02.jpg,LIRA02KHY06&&08-01-2023&&KHYL026,0,M7
555,LIRA-02-OD-07&&08-01-2023&&ODL031_01.jpg,LIRA-02-OD-07&&08-01-2023&&ODL031,0,M7
557,LIRA-02-OD-07&&08-01-2023&&ODL031.jpg,LIRA-02-OD-07&&08-01-2023&&ODL031,0,M7
559,LIRA-02-OD-07&&08-01-2023&&ODL032.jpg,LIRA-02-OD-07&&08-01-2023&&ODL032,0,M7
560,LIRA-02-OD-07&&08-01-2023&&ODL031_02.jpg,LIRA-02-OD-07&&08-01-2023&&ODL031,0,M7
563,LIRA02KHY_005&&08-01-2023&&KHYL018_01.jpg,LIRA02KHY005&&08-01-2023&&KHYL018,0,M7
564,LIRA02KHY_005&&08-01-2023&&KHYL018_02.jpg,LIRA02KHY005&&08-01-2023&&KHYL018,0,M7
565,LIRA02KHY_005&&08-01-2023&&KHYL020.jpg,LIRA02KHY_005&&08-01-2023&&KHYL020,0,M7
566,LIRA-02-OD-07&&08-01-2023&&ODL032_01.jpg,LIRA-02-OD-07&&08-01-2023&&ODL032,0,M7
567,LIRA02KHY_005&&08-01-2023&&KHYL020_01.jpg,LIRA02KHY005&&08-01-2023&&KHYL020,0,M7
570,LIRA02KHY_005&&08-01-2023&&KHYL021_01.jpg,LIRA02KHY005&&08-01-2023&&KHYL021,0,M7
571,LIRA02KHY_005&&08-01-2023&&KHYL021.jpg,LIRA02KHY_005&&08-01-2023&&KHYL021,0,M7
572,LIRA02KHY_005&&08-01-2023&&KHYL020_02.jpg,LIRA02KHY005&&08-01-2023&&KHYL020,0,M7
573,LIRA-02-OD-07&&08-01-2023&&ODL033.jpg,LIRA-02-OD-07&&08-01-2023&&ODL033,0,M7
574,LIRA-02-OD-07&&08-01-2023&&ODL035.jpg,LIRA-02-OD-07&&08-01-2023&&ODL035,0,M7
575,LIRA-02-OD-07&&08-01-2023&&ODL034.jpg,LIRA-02-OD-07&&08-01-2023&&ODL034,0,M7
576,LIRA-02-OD-07&&08-01-2023&&ODL034_02.jpg,LIRA-02-OD-07&&08-01-2023&&ODL034,0,M7
577,LIRA02KHY_005&&08-01-2023&&KHYL021_02.jpg,LIRA02KHY005&&08-01-2023&&KHYL021,0,M7
578,LIRA-02-OD-07&&08-01-2023&&ODL034_01.jpg,LIRA-02-OD-07&&08-01-2023&&ODL034,0,M7
579,LIRA-02-OD-07&&08-01-2023&&ODL035_01.jpg,LIRA-02-OD-07&&08-01-2023&&ODL035,0,M7
580,LIRA-02-OD-07&&08-01-2023&&ODL035_02.jpg,LIRA-02-OD-07&&08-01-2023&&ODL035,0,M7
581,Lira02KHY_04&&08-01-2023&&KHYL013.jpg,Lira02KHY_04&&08-01-2023&&KHYL013,0,M7
582,Lira02KHY_04&&08-01-2023&&KHYL014_01.jpg,Lira02KHY04&&08-01-2023&&KHYL014,0,M7
585,Lira02KHY_04&&08-01-2023&&KHYL014_02.jpg,Lira02KHY04&&08-01-2023&&KHYL014,0,M7
587,Lira02KHY_04&&08-01-2023&&KHYL015.jpg,Lira02KHY_04&&08-01-2023&&KHYL015,0,M7
589,LIRA-02-OD-08&&08-01-2023&&ODL036_02.jpg,LIRA-02-OD-08&&08-01-2023&&ODL036,0,M7
590,LIRA-02-OD-08&&08-01-2023&&ODL036_01.jpg,LIRA-02-OD-08&&08-01-2023&&ODL036,0,M7
591,LIRA-02-OD-08&&08-01-2023&&ODL036.jpg,LIRA-02-OD-08&&08-01-2023&&ODL036,0,M7
593,LIRA-02-OD-08&&08-01-2023&&ODL038.jpg,LIRA-02-OD-08&&08-01-2023&&ODL038,0,M7
594,LIRA-02-OD-08&&08-01-2023&&ODL038_02.jpg,LIRA-02-OD-08&&08-01-2023&&ODL038,0,M7
595,LIRA-02-OD-08&&08-01-2023&&ODL038_01.jpg,LIRA-02-OD-08&&08-01-2023&&ODL038,0,M7
597,LIRA-02-OD-08&&08-01-2023&&ODL039_01.jpg,LIRA-02-OD-08&&08-01-2023&&ODL039,0,M7
598,Lira02KHY_04&&08-01-2023&&KHYL017_01.jpg,Lira02KHY04&&08-01-2023&&KHYL017,0,M7
599,Lira02KHY_04&&08-01-2023&&KHYL017.jpg,Lira02KHY_04&&08-01-2023&&KHYL017,0,M7
600,LIRA-02-OD-08&&08-01-2023&&ODL039.jpg,LIRA-02-OD-08&&08-01-2023&&ODL039,0,M7
601,Lira02KHY_04&&08-01-2023&&KHYL017_02.jpg,Lira02KHY04&&08-01-2023&&KHYL017,0,M7
602,LIRA-02-OD-08&&08-01-2023&&ODL040_01.jpg,LIRA-02-OD-08&&08-01-2023&&ODL040,0,M7
603,LIRA-02-OD-08&&08-01-2023&&ODL039_02.jpg,LIRA-02-OD-08&&08-01-2023&&ODL039,0,M7
604,LIRA-02-OD-08&&08-01-2023&&ODL040.jpg,LIRA-02-OD-08&&08-01-2023&&ODL040,0,M7
605,Lira02KHY_04&&08-01-2023&&KHYL016_01.jpg,Lira02KHY04&&08-01-2023&&KHYL016,0,M7
606,LIRA-02-OD-08&&08-01-2023&&ODL040_02.jpg,LIRA-02-OD-08&&08-01-2023&&ODL040,0,M7
607,Lira02KHY_04&&08-01-2023&&KHYL016.jpg,Lira02KHY_04&&08-01-2023&&KHYL016,0,M7
608,Lira02KHY_04&&08-01-2023&&KHYL015_01.jpg,Lira02KHY04&&08-01-2023&&KHYL015,0,M7
610,Lira02KHY_03&&08-01-2023&&KHYL010.jpg,Lira02KHY_03&&08-01-2023&&KHYL010,0,M7
611,Lira02KHY_03&&08-01-2023&&KHYL009_01.jpg,Lira02KHY03&&08-01-2023&&KHYL009,0,M7
612,Lira02KHY_03&&08-01-2023&&KHYL009_02.jpg,Lira02KHY03&&08-01-2023&&KHYL009,0,M7
613,Lira02KHY_03&&08-01-2023&&KHYL010_01.jpg,Lira02KHY03&&08-01-2023&&KHYL010,0,M7
614,LIRA-02-OD-09&&08-01-2023&&ODL041_02.jpg,LIRA-02-OD-09&&08-01-2023&&ODL041,0,M7
615,LIRA-02-OD-09&&08-01-2023&&ODL042.jpg,LIRA-02-OD-09&&08-01-2023&&ODL042,0,M7
